level,body_interspace,vertebral_number,approach,category,implant,object,side,x,y,length,width,angle,fusion,interbody_fusion,fixation_uiv_liv,left_x,superior_y,right_x,inferior_y,superior_vert_lateral_pars_x,lateral_tp_x,lateral_pars_x,superior_vert_inferior_pedicle_y,superior_lamina_y,inferior_lamina_y,inferior_pedicle_y,body_center_y,superior_tp_y,inferior_tp_y,inferior_facet_lateral_border_x,inferior_facet_superior_border_y,inferior_facet_inferior_border_y,inferior_facet_medial_border_x,inferior_endplate_y,superior_endplate_y,superior_endplate_inferior_body_y,inferior_endplate_superior_body_y,direction
T3,body,10,posterior,osteotomy,no,grade_1,left,0.494,0.695,,,,yes,no,no,0.481,0.695,0.494,0.689,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,0.478,0.695,0.689,0.494,,,,,
T3,body,10,posterior,osteotomy,no,grade_1,right,0.506,0.695,,,,yes,no,no,0.519,0.695,0.506,0.689,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,0.478,0.695,0.689,0.494,,,,,
T4,body,11,posterior,osteotomy,no,grade_1,left,0.493,0.668,,,,yes,no,no,0.481,0.668,0.493,0.658,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,0.478,0.668,0.658,0.493,,,,,
T4,body,11,posterior,osteotomy,no,grade_1,right,0.507,0.668,,,,yes,no,no,0.519,0.668,0.507,0.658,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,0.478,0.668,0.658,0.493,,,,,
T5,body,12,posterior,osteotomy,no,grade_1,left,0.492,0.64,,,,yes,no,no,0.481,0.64,0.492,0.628,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,0.478,0.64,0.628,0.492,,,,,
T5,body,12,posterior,osteotomy,no,grade_1,right,0.508,0.64,,,,yes,no,no,0.519,0.64,0.508,0.628,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,0.478,0.64,0.628,0.492,,,,,
T6,body,13,posterior,osteotomy,no,grade_1,left,0.492,0.606,,,,yes,no,no,0.48,0.606,0.492,0.595,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,0.477,0.606,0.595,0.492,,,,,
T6,body,13,posterior,osteotomy,no,grade_1,right,0.508,0.606,,,,yes,no,no,0.52,0.606,0.508,0.595,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,0.477,0.606,0.595,0.492,,,,,
T7,body,14,posterior,osteotomy,no,grade_1,left,0.491,0.577,,,,yes,no,no,0.479,0.577,0.491,0.566,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,0.476,0.577,0.566,0.491,,,,,
T7,body,14,posterior,osteotomy,no,grade_1,right,0.509,0.577,,,,yes,no,no,0.521,0.577,0.509,0.566,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,0.476,0.577,0.566,0.491,,,,,
T8,body,15,posterior,osteotomy,no,grade_1,left,0.492,0.544,,,,yes,no,no,0.476,0.544,0.492,0.529,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,0.473,0.544,0.529,0.492,,,,,
T8,body,15,posterior,osteotomy,no,grade_1,right,0.508,0.544,,,,yes,no,no,0.524,0.544,0.508,0.529,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,0.473,0.544,0.529,0.492,,,,,
T9,body,16,posterior,osteotomy,no,grade_1,left,0.49,0.508,,,,yes,no,no,0.477,0.508,0.49,0.498,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,0.474,0.508,0.498,0.49,,,,,
T9,body,16,posterior,osteotomy,no,grade_1,right,0.51,0.508,,,,yes,no,no,0.523,0.508,0.51,0.498,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,0.474,0.508,0.498,0.49,,,,,
T10,body,17,posterior,osteotomy,no,grade_1,left,0.492,0.476,,,,yes,no,no,0.478,0.476,0.492,0.465,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,0.475,0.476,0.465,0.492,,,,,
T10,body,17,posterior,osteotomy,no,grade_1,right,0.508,0.476,,,,yes,no,no,0.522,0.476,0.508,0.465,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,0.475,0.476,0.465,0.492,,,,,
T11,body,18,posterior,osteotomy,no,grade_1,left,0.491,0.438,,,,yes,no,no,0.478,0.438,0.491,0.425,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,0.475,0.438,0.425,0.491,,,,,
T11,body,18,posterior,osteotomy,no,grade_1,right,0.509,0.438,,,,yes,no,no,0.522,0.438,0.509,0.425,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,0.475,0.438,0.425,0.491,,,,,
T12,body,19,posterior,osteotomy,no,grade_1,left,0.492,0.4,,,,yes,no,no,0.483,0.4,0.492,0.385,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,0.48,0.4,0.385,0.492,,,,,
T12,body,19,posterior,osteotomy,no,grade_1,right,0.508,0.4,,,,yes,no,no,0.517,0.4,0.508,0.385,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,0.48,0.4,0.385,0.492,,,,,
L1,body,20,posterior,osteotomy,no,grade_1,left,0.491,0.367,,,,yes,no,no,0.483,0.367,0.491,0.352,0.484,0.46,0.484,0.411,0.389,0.355,0.375,0.375,0.389,0.375,0.48,0.367,0.352,0.491,,,,,
L1,body,20,posterior,osteotomy,no,grade_1,right,0.509,0.367,,,,yes,no,no,0.517,0.367,0.509,0.352,0.484,0.46,0.484,0.411,0.389,0.355,0.375,0.375,0.389,0.375,0.48,0.367,0.352,0.491,,,,,
L2,body,21,posterior,osteotomy,no,grade_1,left,0.489,0.33,,,,yes,no,no,0.478,0.33,0.489,0.314,0.484,0.45,0.482,0.375,0.353,0.32,0.343,0.343,0.353,0.343,0.475,0.33,0.314,0.489,,,,,
L2,body,21,posterior,osteotomy,no,grade_1,right,0.511,0.33,,,,yes,no,no,0.522,0.33,0.511,0.314,0.484,0.45,0.482,0.375,0.353,0.32,0.343,0.343,0.353,0.343,0.475,0.33,0.314,0.489,,,,,
L3,body,22,posterior,osteotomy,no,grade_1,left,0.486,0.291,,,,yes,no,no,0.474,0.291,0.486,0.278,0.482,0.445,0.48,0.343,0.318,0.284,0.301,0.301,0.318,0.301,0.471,0.291,0.278,0.486,,,,,
L3,body,22,posterior,osteotomy,no,grade_1,right,0.514,0.291,,,,yes,no,no,0.526,0.291,0.514,0.278,0.482,0.445,0.48,0.343,0.318,0.284,0.301,0.301,0.318,0.301,0.471,0.291,0.278,0.486,,,,,
L4,body,23,posterior,osteotomy,no,grade_1,left,0.487,0.252,,,,yes,no,no,0.476,0.252,0.487,0.241,0.48,0.44,0.478,0.301,0.276,0.248,0.261,0.261,0.276,0.261,0.473,0.252,0.241,0.487,,,,,
L4,body,23,posterior,osteotomy,no,grade_1,right,0.513,0.252,,,,yes,no,no,0.524,0.252,0.513,0.241,0.48,0.44,0.478,0.301,0.276,0.248,0.261,0.261,0.276,0.261,0.473,0.252,0.241,0.487,,,,,
L5,body,24,posterior,osteotomy,no,grade_1,left,0.48,0.224,,,,yes,no,no,0.469,0.224,0.48,0.209,0.478,0.44,0.475,0.261,0.238,0.213,0.228,0.228,0.238,0.228,0.466,0.224,0.209,0.48,,,,,
L5,body,24,posterior,osteotomy,no,grade_1,right,0.52,0.224,,,,yes,no,no,0.531,0.224,0.52,0.209,0.478,0.44,0.475,0.261,0.238,0.213,0.228,0.228,0.238,0.228,0.466,0.224,0.209,0.48,,,,,
C2,body,2,posterior,osteotomy,no,grade_2,central,0.5,0.858,,,,yes,no,no,0.473,0.863,0.49,0.853,0.475,0.465,0.475,0.888,0.874,0.862,0.865,0.865,0.874,0.865,0.473,0.863,0.853,0.492,,,,,
C3,body,3,posterior,osteotomy,no,grade_2,central,0.5,0.839,,,,yes,no,no,0.473,0.844,0.49,0.834,0.475,0.47,0.475,0.865,0.853,0.842,0.847,0.847,0.853,0.847,0.473,0.844,0.834,0.492,,,,,
C4,body,4,posterior,osteotomy,no,grade_2,central,0.5,0.821,,,,yes,no,no,0.473,0.826,0.49,0.816,0.475,0.47,0.475,0.847,0.834,0.824,0.828,0.828,0.834,0.828,0.473,0.826,0.816,0.492,,,,,
C5,body,5,posterior,osteotomy,no,grade_2,central,0.5,0.802,,,,yes,no,no,0.473,0.807,0.49,0.797,0.475,0.47,0.475,0.828,0.816,0.805,0.811,0.811,0.816,0.811,0.473,0.807,0.797,0.492,,,,,
C6,body,6,posterior,osteotomy,no,grade_2,central,0.5,0.786,,,,yes,no,no,0.473,0.792,0.49,0.78,0.475,0.47,0.475,0.811,0.798,0.788,0.793,0.793,0.798,0.793,0.473,0.792,0.78,0.492,,,,,
C7,body,7,posterior,osteotomy,no,grade_2,central,0.5,0.767,,,,yes,no,no,0.478,0.767,0.492,0.76,0.475,0.46,0.48,0.793,0.781,0.766,0.769,0.769,0.781,0.769,0.475,0.767,0.76,0.492,,,,,
T1,body,8,posterior,osteotomy,no,grade_2,central,0.5,0.746,,,,yes,no,no,0.481,0.746,0.493,0.738,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,0.478,0.746,0.738,0.493,,,,,
T2,body,9,posterior,osteotomy,no,grade_2,central,0.5,0.72,,,,yes,no,no,0.481,0.72,0.494,0.714,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,0.478,0.72,0.714,0.494,,,,,
T3,body,10,posterior,osteotomy,no,grade_2,central,0.5,0.695,,,,yes,no,no,0.481,0.695,0.494,0.689,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,0.478,0.695,0.689,0.494,,,,,
T4,body,11,posterior,osteotomy,no,grade_2,central,0.5,0.668,,,,yes,no,no,0.481,0.668,0.493,0.658,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,0.478,0.668,0.658,0.493,,,,,
T5,body,12,posterior,osteotomy,no,grade_2,central,0.5,0.64,,,,yes,no,no,0.481,0.64,0.492,0.628,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,0.478,0.64,0.628,0.492,,,,,
T6,body,13,posterior,osteotomy,no,grade_2,central,0.5,0.606,,,,yes,no,no,0.48,0.606,0.492,0.595,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,0.477,0.606,0.595,0.492,,,,,
T7,body,14,posterior,osteotomy,no,grade_2,central,0.5,0.577,,,,yes,no,no,0.479,0.577,0.491,0.566,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,0.476,0.577,0.566,0.491,,,,,
T8,body,15,posterior,osteotomy,no,grade_2,central,0.5,0.544,,,,yes,no,no,0.476,0.544,0.492,0.529,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,0.473,0.544,0.529,0.492,,,,,
T9,body,16,posterior,osteotomy,no,grade_2,central,0.5,0.508,,,,yes,no,no,0.477,0.508,0.49,0.498,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,0.474,0.508,0.498,0.49,,,,,
T10,body,17,posterior,osteotomy,no,grade_2,central,0.5,0.476,,,,yes,no,no,0.478,0.476,0.492,0.465,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,0.475,0.476,0.465,0.492,,,,,
T11,body,18,posterior,osteotomy,no,grade_2,central,0.5,0.438,,,,yes,no,no,0.478,0.438,0.491,0.425,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,0.475,0.438,0.425,0.491,,,,,
T12,body,19,posterior,osteotomy,no,grade_2,central,0.5,0.4,,,,yes,no,no,0.483,0.4,0.492,0.385,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,0.48,0.4,0.385,0.492,,,,,
L1,body,20,posterior,osteotomy,no,grade_2,central,0.5,0.367,,,,yes,no,no,0.483,0.367,0.491,0.352,0.484,0.46,0.484,0.411,0.389,0.355,0.375,0.375,0.389,0.375,0.48,0.367,0.352,0.491,,,,,
L2,body,21,posterior,osteotomy,no,grade_2,central,0.5,0.33,,,,yes,no,no,0.478,0.33,0.489,0.314,0.484,0.45,0.482,0.375,0.353,0.32,0.343,0.343,0.353,0.343,0.475,0.33,0.314,0.489,,,,,
L3,body,22,posterior,osteotomy,no,grade_2,central,0.5,0.291,,,,yes,no,no,0.474,0.291,0.486,0.278,0.482,0.445,0.48,0.343,0.318,0.284,0.301,0.301,0.318,0.301,0.471,0.291,0.278,0.486,,,,,
L4,body,23,posterior,osteotomy,no,grade_2,central,0.5,0.252,,,,yes,no,no,0.476,0.252,0.487,0.241,0.48,0.44,0.478,0.301,0.276,0.248,0.261,0.261,0.276,0.261,0.473,0.252,0.241,0.487,,,,,
L5,body,24,posterior,osteotomy,no,grade_2,central,0.5,0.224,,,,yes,no,no,0.469,0.224,0.48,0.209,0.478,0.44,0.475,0.261,0.238,0.213,0.228,0.228,0.238,0.228,0.466,0.224,0.209,0.48,,,,,
C2,body,2,posterior,osteotomy,no,grade_3,central,0.5,0.87,,,,yes,no,no,0.46,0.87,0.494,0.853,0.475,0.465,0.475,0.888,0.874,0.862,0.865,0.865,0.874,0.865,0.473,0.863,0.853,0.492,,,,,
C3,body,3,posterior,osteotomy,no,grade_3,central,0.5,0.85,,,,yes,no,no,0.47,0.866,0.494,0.834,0.475,0.47,0.475,0.865,0.853,0.842,0.847,0.847,0.853,0.847,0.473,0.844,0.834,0.492,,,,,
C4,body,4,posterior,osteotomy,no,grade_3,central,0.5,0.83,,,,yes,no,no,0.47,0.848,0.494,0.816,0.475,0.47,0.475,0.847,0.834,0.824,0.828,0.828,0.834,0.828,0.473,0.826,0.816,0.492,,,,,
C5,body,5,posterior,osteotomy,no,grade_3,central,0.5,0.81,,,,yes,no,no,0.47,0.831,0.494,0.797,0.475,0.47,0.475,0.828,0.816,0.805,0.811,0.811,0.816,0.811,0.473,0.807,0.797,0.492,,,,,
C6,body,6,posterior,osteotomy,no,grade_3,central,0.5,0.79,,,,yes,no,no,0.47,0.813,0.494,0.78,0.475,0.47,0.475,0.811,0.798,0.788,0.793,0.793,0.798,0.793,0.473,0.792,0.78,0.492,,,,,
C7,body,7,posterior,osteotomy,no,grade_3,central,0.5,0.77,,,,yes,no,no,0.46,0.785,0.494,0.76,0.475,0.46,0.48,0.793,0.781,0.766,0.769,0.769,0.781,0.769,0.475,0.767,0.76,0.492,,,,,
T1,body,8,posterior,osteotomy,no,grade_3,central,0.5,0.75,,,,yes,no,no,0.46,0.77,0.48,0.738,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,0.478,0.746,0.738,0.493,,,,,
T2,body,9,posterior,osteotomy,no,grade_3,central,0.5,0.72,,,,yes,no,no,0.46,0.75,0.48,0.714,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,0.478,0.72,0.714,0.494,,,,,
T3,body,10,posterior,osteotomy,no,grade_3,central,0.5,0.7,,,,yes,no,no,0.46,0.72,0.48,0.689,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,0.478,0.695,0.689,0.494,,,,,
T4,body,11,posterior,osteotomy,no,grade_3,central,0.5,0.67,,,,yes,no,no,0.46,0.7,0.48,0.658,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,0.478,0.668,0.658,0.493,,,,,
T5,body,12,posterior,osteotomy,no,grade_3,central,0.5,0.64,,,,yes,no,no,0.46,0.67,0.48,0.628,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,0.478,0.64,0.628,0.492,,,,,
T6,body,13,posterior,osteotomy,no,grade_3,central,0.5,0.61,,,,yes,no,no,0.46,0.64,0.48,0.595,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,0.477,0.606,0.595,0.492,,,,,
T7,body,14,posterior,osteotomy,no,grade_3,central,0.5,0.58,,,,yes,no,no,0.46,0.61,0.48,0.566,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,0.476,0.577,0.566,0.491,,,,,
T8,body,15,posterior,osteotomy,no,grade_3,central,0.5,0.55,,,,yes,no,no,0.46,0.58,0.48,0.529,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,0.473,0.544,0.529,0.492,,,,,
T9,body,16,posterior,osteotomy,no,grade_3,central,0.5,0.51,,,,yes,no,no,0.46,0.55,0.48,0.498,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,0.474,0.508,0.498,0.49,,,,,
T10,body,17,posterior,osteotomy,no,grade_3,central,0.5,0.48,,,,yes,no,no,0.466,0.52,0.48,0.465,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,0.475,0.476,0.465,0.492,,,,,
T11,body,18,posterior,osteotomy,no,grade_3,central,0.5,0.44,,,,yes,no,no,0.468,0.48,0.48,0.425,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,0.475,0.438,0.425,0.491,,,,,
T12,body,19,posterior,osteotomy,no,grade_3,central,0.5,0.41,,,,yes,no,no,0.47,0.45,0.48,0.385,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,0.48,0.4,0.385,0.492,,,,,
L1,body,20,posterior,osteotomy,no,grade_3,central,0.5,0.37,,,,yes,no,no,0.46,0.41,0.48,0.352,0.484,0.46,0.484,0.411,0.389,0.355,0.375,0.375,0.389,0.375,0.48,0.367,0.352,0.491,,,,,
L2,body,21,posterior,osteotomy,no,grade_3,central,0.5,0.34,,,,yes,no,no,0.45,0.38,0.48,0.314,0.484,0.45,0.482,0.375,0.353,0.32,0.343,0.343,0.353,0.343,0.475,0.33,0.314,0.489,,,,,
L3,body,22,posterior,osteotomy,no,grade_3,central,0.5,0.3,,,,yes,no,no,0.445,0.34,0.48,0.278,0.482,0.445,0.48,0.343,0.318,0.284,0.301,0.301,0.318,0.301,0.471,0.291,0.278,0.486,,,,,
L4,body,23,posterior,osteotomy,no,grade_3,central,0.5,0.27,,,,yes,no,no,0.445,0.3,0.49,0.241,0.48,0.44,0.478,0.301,0.276,0.248,0.261,0.261,0.276,0.261,0.473,0.252,0.241,0.487,,,,,
L5,body,24,posterior,osteotomy,no,grade_3,central,0.5,0.23,,,,yes,no,no,0.445,0.26,0.488,0.209,0.478,0.44,0.475,0.261,0.238,0.213,0.228,0.228,0.238,0.228,0.466,0.224,0.209,0.48,,,,,
C2,body,2,posterior,osteotomy,no,grade_4,central,0.5,0.87,,,,yes,yes,no,0.46,0.87,0.494,0.853,0.475,0.465,0.475,0.888,0.874,0.862,0.865,0.865,0.874,0.865,0.473,0.863,0.853,0.492,,,,,
C3,body,3,posterior,osteotomy,no,grade_4,central,0.5,0.85,,,,yes,yes,no,0.47,0.866,0.494,0.834,0.475,0.47,0.475,0.865,0.853,0.842,0.847,0.847,0.853,0.847,0.473,0.844,0.834,0.492,,,,,
C4,body,4,posterior,osteotomy,no,grade_4,central,0.5,0.83,,,,yes,yes,no,0.47,0.848,0.494,0.816,0.475,0.47,0.475,0.847,0.834,0.824,0.828,0.828,0.834,0.828,0.473,0.826,0.816,0.492,,,,,
C5,body,5,posterior,osteotomy,no,grade_4,central,0.5,0.81,,,,yes,yes,no,0.47,0.831,0.494,0.797,0.475,0.47,0.475,0.828,0.816,0.805,0.811,0.811,0.816,0.811,0.473,0.807,0.797,0.492,,,,,
C6,body,6,posterior,osteotomy,no,grade_4,central,0.5,0.79,,,,yes,yes,no,0.47,0.813,0.494,0.78,0.475,0.47,0.475,0.811,0.798,0.788,0.793,0.793,0.798,0.793,0.473,0.792,0.78,0.492,,,,,
C7,body,7,posterior,osteotomy,no,grade_4,central,0.5,0.7825,,,,yes,yes,no,0.478,0.79,0.492,0.775,0.475,0.46,0.48,0.793,0.781,0.766,0.769,0.769,0.781,0.769,0.475,0.767,0.76,0.492,,,,,
T1,body,8,posterior,osteotomy,no,grade_4,central,0.5,0.7525,,,,yes,yes,no,0.481,0.76,0.493,0.745,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,0.478,0.746,0.738,0.493,,,,,
T2,body,9,posterior,osteotomy,no,grade_4,central,0.5,0.7305,,,,yes,yes,no,0.481,0.738,0.494,0.723,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,0.478,0.72,0.714,0.494,,,,,
T3,body,10,posterior,osteotomy,no,grade_4,central,0.5,0.7065,,,,yes,yes,no,0.481,0.714,0.494,0.699,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,0.478,0.695,0.689,0.494,,,,,
T4,body,11,posterior,osteotomy,no,grade_4,central,0.5,0.6815,,,,yes,yes,no,0.48,0.689,0.493,0.674,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,0.478,0.668,0.658,0.493,,,,,
T5,body,12,posterior,osteotomy,no,grade_4,central,0.5,0.6505,,,,yes,yes,no,0.48,0.658,0.492,0.643,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,0.478,0.64,0.628,0.492,,,,,
T6,body,13,posterior,osteotomy,no,grade_4,central,0.5,0.6205,,,,yes,yes,no,0.48,0.628,0.492,0.613,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,0.477,0.606,0.595,0.492,,,,,
T7,body,14,posterior,osteotomy,no,grade_4,central,0.5,0.5875,,,,yes,yes,no,0.48,0.595,0.491,0.58,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,0.476,0.577,0.566,0.491,,,,,
T8,body,15,posterior,osteotomy,no,grade_4,central,0.5,0.5585,,,,yes,yes,no,0.48,0.566,0.492,0.551,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,0.473,0.544,0.529,0.492,,,,,
T9,body,16,posterior,osteotomy,no,grade_4,central,0.5,0.5215,,,,yes,yes,no,0.48,0.529,0.49,0.514,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,0.474,0.508,0.498,0.49,,,,,
T10,body,17,posterior,osteotomy,no,grade_4,central,0.5,0.4905,,,,yes,yes,no,0.48,0.498,0.492,0.483,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,0.475,0.476,0.465,0.492,,,,,
T11,body,18,posterior,osteotomy,no,grade_4,central,0.5,0.4575,,,,yes,yes,no,0.48,0.465,0.491,0.45,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,0.475,0.438,0.425,0.491,,,,,
T12,body,19,posterior,osteotomy,no,grade_4,central,0.5,0.42,,,,yes,yes,no,0.48,0.43,0.492,0.41,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,0.48,0.4,0.385,0.492,,,,,
L1,body,20,posterior,osteotomy,no,grade_4,central,0.5,0.3775,,,,yes,yes,no,0.48,0.39,0.491,0.365,0.484,0.46,0.484,0.411,0.389,0.355,0.375,0.375,0.389,0.375,0.48,0.367,0.352,0.491,,,,,
L2,body,21,posterior,osteotomy,no,grade_4,central,0.5,0.346,,,,yes,yes,no,0.476,0.36,0.489,0.332,0.484,0.45,0.482,0.375,0.353,0.32,0.343,0.343,0.353,0.343,0.475,0.33,0.314,0.489,,,,,
L3,body,22,posterior,osteotomy,no,grade_4,central,0.5,0.307,,,,yes,yes,no,0.472,0.32,0.486,0.294,0.482,0.445,0.48,0.343,0.318,0.284,0.301,0.301,0.318,0.301,0.471,0.291,0.278,0.486,,,,,
L4,body,23,posterior,osteotomy,no,grade_4,central,0.5,0.269,,,,yes,yes,no,0.468,0.28,0.487,0.258,0.48,0.44,0.478,0.301,0.276,0.248,0.261,0.261,0.276,0.261,0.473,0.252,0.241,0.487,,,,,
L5,body,24,posterior,osteotomy,no,grade_4,central,0.5,0.231,,,,yes,yes,no,0.466,0.241,0.48,0.221,0.478,0.44,0.475,0.261,0.238,0.213,0.228,0.228,0.238,0.228,0.466,0.224,0.209,0.48,,,,,
C2,body,2,posterior,osteotomy,no,grade_5,central,0.5,0.87,,,,yes,yes,no,0.46,0.87,0.494,0.853,0.475,0.465,0.475,0.888,0.874,0.862,0.865,0.865,0.874,0.865,0.473,0.863,0.853,0.492,,,,,
C3,body,3,posterior,osteotomy,no,grade_5,central,0.5,0.85,,,,yes,yes,no,0.47,0.866,0.494,0.834,0.475,0.47,0.475,0.865,0.853,0.842,0.847,0.847,0.853,0.847,0.473,0.844,0.834,0.492,,,,,
C4,body,4,posterior,osteotomy,no,grade_5,central,0.5,0.83,,,,yes,yes,no,0.47,0.848,0.494,0.816,0.475,0.47,0.475,0.847,0.834,0.824,0.828,0.828,0.834,0.828,0.473,0.826,0.816,0.492,,,,,
C5,body,5,posterior,osteotomy,no,grade_5,central,0.5,0.81,,,,yes,yes,no,0.47,0.831,0.494,0.797,0.475,0.47,0.475,0.828,0.816,0.805,0.811,0.811,0.816,0.811,0.473,0.807,0.797,0.492,,,,,
C6,body,6,posterior,osteotomy,no,grade_5,central,0.5,0.79,,,,yes,yes,no,0.47,0.813,0.494,0.78,0.475,0.47,0.475,0.811,0.798,0.788,0.793,0.793,0.798,0.793,0.473,0.792,0.78,0.492,,,,,
C7,body,7,posterior,osteotomy,no,grade_5,central,0.5,0.7825,,,,yes,yes,no,0.478,0.79,0.492,0.775,0.475,0.46,0.48,0.793,0.781,0.766,0.769,0.769,0.781,0.769,0.475,0.767,0.76,0.492,,,,,
T1,body,8,posterior,osteotomy,no,grade_5,central,0.5,0.7525,,,,yes,yes,no,0.481,0.76,0.493,0.745,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,0.478,0.746,0.738,0.493,,,,,
T2,body,9,posterior,osteotomy,no,grade_5,central,0.5,0.7305,,,,yes,yes,no,0.481,0.738,0.494,0.723,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,0.478,0.72,0.714,0.494,,,,,
T3,body,10,posterior,osteotomy,no,grade_5,central,0.5,0.7065,,,,yes,yes,no,0.481,0.714,0.494,0.699,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,0.478,0.695,0.689,0.494,,,,,
T4,body,11,posterior,osteotomy,no,grade_5,central,0.5,0.6815,,,,yes,yes,no,0.48,0.689,0.493,0.674,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,0.478,0.668,0.658,0.493,,,,,
T5,body,12,posterior,osteotomy,no,grade_5,central,0.5,0.6505,,,,yes,yes,no,0.48,0.658,0.492,0.643,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,0.478,0.64,0.628,0.492,,,,,
T6,body,13,posterior,osteotomy,no,grade_5,central,0.5,0.6205,,,,yes,yes,no,0.48,0.628,0.492,0.613,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,0.477,0.606,0.595,0.492,,,,,
T7,body,14,posterior,osteotomy,no,grade_5,central,0.5,0.5875,,,,yes,yes,no,0.48,0.595,0.491,0.58,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,0.476,0.577,0.566,0.491,,,,,
