level,vertebral_number,body_interspace,approach,category,implant,object,side,x,y,fusion,interbody_fusion,fixation_uiv_liv,direction,object_id
T7,14,body,posterior,osteotomy,no,grade_1,left,0.491,0.577,yes,no,no,,T7_left_grade_1_1
T7,14,body,posterior,osteotomy,no,grade_1,right,0.509,0.577,yes,no,no,,T7_right_grade_1_1
T8,15,body,posterior,osteotomy,no,grade_1,left,0.492,0.544,yes,no,no,,T8_left_grade_1_1
T8,15,body,posterior,osteotomy,no,grade_1,right,0.508,0.544,yes,no,no,,T8_right_grade_1_1
T9,16,body,posterior,osteotomy,no,grade_1,left,0.49,0.508,yes,no,no,,T9_left_grade_1_1
T9,16,body,posterior,osteotomy,no,grade_1,right,0.51,0.508,yes,no,no,,T9_right_grade_1_1
T10,17,body,posterior,osteotomy,no,grade_1,left,0.492,0.476,yes,no,no,,T10_left_grade_1_1
T10,17,body,posterior,osteotomy,no,grade_1,right,0.508,0.476,yes,no,no,,T10_right_grade_1_1
T11,18,body,posterior,osteotomy,no,grade_1,left,0.491,0.438,yes,no,no,,T11_left_grade_1_1
T11,18,body,posterior,osteotomy,no,grade_1,right,0.509,0.438,yes,no,no,,T11_right_grade_1_1
T12,19,body,posterior,osteotomy,no,grade_1,left,0.492,0.4,yes,no,no,,T12_left_grade_1_1
T12,19,body,posterior,osteotomy,no,grade_1,right,0.508,0.4,yes,no,no,,T12_right_grade_1_1
L1,20,body,posterior,osteotomy,no,grade_1,left,0.491,0.367,yes,no,no,,L1_left_grade_1_1
L1,20,body,posterior,osteotomy,no,grade_1,right,0.509,0.367,yes,no,no,,L1_right_grade_1_1
L2,21,body,posterior,osteotomy,no,grade_1,left,0.489,0.33,yes,no,no,,L2_left_grade_1_1
L2,21,body,posterior,osteotomy,no,grade_1,right,0.511,0.33,yes,no,no,,L2_right_grade_1_1
L3,22,body,posterior,osteotomy,no,grade_1,left,0.486,0.291,yes,no,no,,L3_left_grade_1_1
L3,22,body,posterior,osteotomy,no,grade_1,right,0.514,0.291,yes,no,no,,L3_right_grade_1_1
L4,23,body,posterior,osteotomy,no,grade_1,left,0.487,0.252,yes,no,no,,L4_left_grade_1_1
L4,23,body,posterior,osteotomy,no,grade_1,right,0.513,0.252,yes,no,no,,L4_right_grade_1_1
L5,24,body,posterior,osteotomy,no,grade_1,left,0.48,0.224,yes,no,no,,L5_left_grade_1_1
L5,24,body,posterior,osteotomy,no,grade_1,right,0.52,0.224,yes,no,no,,L5_right_grade_1_1
C2,2,body,posterior,osteotomy,no,grade_2,central,0.5,0.858,yes,no,no,,C2_central_grade_2_1
C3,3,body,posterior,osteotomy,no,grade_2,central,0.5,0.839,yes,no,no,,C3_central_grade_2_1
C4,4,body,posterior,osteotomy,no,grade_2,central,0.5,0.821,yes,no,no,,C4_central_grade_2_1
C5,5,body,posterior,osteotomy,no,grade_2,central,0.5,0.802,yes,no,no,,C5_central_grade_2_1
C6,6,body,posterior,osteotomy,no,grade_2,central,0.5,0.786,yes,no,no,,C6_central_grade_2_1
C7,7,body,posterior,osteotomy,no,grade_2,central,0.5,0.767,yes,no,no,,C7_central_grade_2_1
T1,8,body,posterior,osteotomy,no,grade_2,central,0.5,0.746,yes,no,no,,T1_central_grade_2_1
T2,9,body,posterior,osteotomy,no,grade_2,central,0.5,0.72,yes,no,no,,T2_central_grade_2_1
T3,10,body,posterior,osteotomy,no,grade_2,central,0.5,0.695,yes,no,no,,T3_central_grade_2_1
T4,11,body,posterior,osteotomy,no,grade_2,central,0.5,0.668,yes,no,no,,T4_central_grade_2_1
T5,12,body,posterior,osteotomy,no,grade_2,central,0.5,0.64,yes,no,no,,T5_central_grade_2_1
T6,13,body,posterior,osteotomy,no,grade_2,central,0.5,0.606,yes,no,no,,T6_central_grade_2_1
T7,14,body,posterior,osteotomy,no,grade_2,central,0.5,0.577,yes,no,no,,T7_central_grade_2_1
T8,15,body,posterior,osteotomy,no,grade_2,central,0.5,0.544,yes,no,no,,T8_central_grade_2_1
T9,16,body,posterior,osteotomy,no,grade_2,central,0.5,0.508,yes,no,no,,T9_central_grade_2_1
T10,17,body,posterior,osteotomy,no,grade_2,central,0.5,0.476,yes,no,no,,T10_central_grade_2_1
T11,18,body,posterior,osteotomy,no,grade_2,central,0.5,0.438,yes,no,no,,T11_central_grade_2_1
T12,19,body,posterior,osteotomy,no,grade_2,central,0.5,0.4,yes,no,no,,T12_central_grade_2_1
L1,20,body,posterior,osteotomy,no,grade_2,central,0.5,0.367,yes,no,no,,L1_central_grade_2_1
L2,21,body,posterior,osteotomy,no,grade_2,central,0.5,0.33,yes,no,no,,L2_central_grade_2_1
L3,22,body,posterior,osteotomy,no,grade_2,central,0.5,0.291,yes,no,no,,L3_central_grade_2_1
L4,23,body,posterior,osteotomy,no,grade_2,central,0.5,0.252,yes,no,no,,L4_central_grade_2_1
L5,24,body,posterior,osteotomy,no,grade_2,central,0.5,0.224,yes,no,no,,L5_central_grade_2_1
C2,2,body,posterior,osteotomy,no,grade_3,central,0.5,0.87,yes,no,no,,C2_central_grade_3_1
C3,3,body,posterior,osteotomy,no,grade_3,central,0.5,0.85,yes,no,no,,C3_central_grade_3_1
C4,4,body,posterior,osteotomy,no,grade_3,central,0.5,0.83,yes,no,no,,C4_central_grade_3_1
C5,5,body,posterior,osteotomy,no,grade_3,central,0.5,0.81,yes,no,no,,C5_central_grade_3_1
C6,6,body,posterior,osteotomy,no,grade_3,central,0.5,0.79,yes,no,no,,C6_central_grade_3_1
C7,7,body,posterior,osteotomy,no,grade_3,central,0.5,0.77,yes,no,no,,C7_central_grade_3_1
T1,8,body,posterior,osteotomy,no,grade_3,central,0.5,0.75,yes,no,no,,T1_central_grade_3_1
T2,9,body,posterior,osteotomy,no,grade_3,central,0.5,0.72,yes,no,no,,T2_central_grade_3_1
T3,10,body,posterior,osteotomy,no,grade_3,central,0.5,0.7,yes,no,no,,T3_central_grade_3_1
T4,11,body,posterior,osteotomy,no,grade_3,central,0.5,0.67,yes,no,no,,T4_central_grade_3_1
T5,12,body,posterior,osteotomy,no,grade_3,central,0.5,0.64,yes,no,no,,T5_central_grade_3_1
T6,13,body,posterior,osteotomy,no,grade_3,central,0.5,0.61,yes,no,no,,T6_central_grade_3_1
T7,14,body,posterior,osteotomy,no,grade_3,central,0.5,0.58,yes,no,no,,T7_central_grade_3_1
T8,15,body,posterior,osteotomy,no,grade_3,central,0.5,0.55,yes,no,no,,T8_central_grade_3_1
T9,16,body,posterior,osteotomy,no,grade_3,central,0.5,0.51,yes,no,no,,T9_central_grade_3_1
T10,17,body,posterior,osteotomy,no,grade_3,central,0.5,0.48,yes,no,no,,T10_central_grade_3_1
T11,18,body,posterior,osteotomy,no,grade_3,central,0.5,0.44,yes,no,no,,T11_central_grade_3_1
T12,19,body,posterior,osteotomy,no,grade_3,central,0.5,0.41,yes,no,no,,T12_central_grade_3_1
L1,20,body,posterior,osteotomy,no,grade_3,central,0.5,0.37,yes,no,no,,L1_central_grade_3_1
L2,21,body,posterior,osteotomy,no,grade_3,central,0.5,0.34,yes,no,no,,L2_central_grade_3_1
L3,22,body,posterior,osteotomy,no,grade_3,central,0.5,0.3,yes,no,no,,L3_central_grade_3_1
L4,23,body,posterior,osteotomy,no,grade_3,central,0.5,0.27,yes,no,no,,L4_central_grade_3_1
L5,24,body,posterior,osteotomy,no,grade_3,central,0.5,0.23,yes,no,no,,L5_central_grade_3_1
C2,2,body,posterior,osteotomy,no,grade_4,central,0.5,0.87,yes,yes,no,,C2_central_grade_4_1
C3,3,body,posterior,osteotomy,no,grade_4,central,0.5,0.85,yes,yes,no,,C3_central_grade_4_1
C4,4,body,posterior,osteotomy,no,grade_4,central,0.5,0.83,yes,yes,no,,C4_central_grade_4_1
C5,5,body,posterior,osteotomy,no,grade_4,central,0.5,0.81,yes,yes,no,,C5_central_grade_4_1
C6,6,body,posterior,osteotomy,no,grade_4,central,0.5,0.79,yes,yes,no,,C6_central_grade_4_1
C7,7,body,posterior,osteotomy,no,grade_4,central,0.5,0.7825,yes,yes,no,,C7_central_grade_4_1
T1,8,body,posterior,osteotomy,no,grade_4,central,0.5,0.7525,yes,yes,no,,T1_central_grade_4_1
T2,9,body,posterior,osteotomy,no,grade_4,central,0.5,0.7305,yes,yes,no,,T2_central_grade_4_1
T3,10,body,posterior,osteotomy,no,grade_4,central,0.5,0.7065,yes,yes,no,,T3_central_grade_4_1
T4,11,body,posterior,osteotomy,no,grade_4,central,0.5,0.6815,yes,yes,no,,T4_central_grade_4_1
T5,12,body,posterior,osteotomy,no,grade_4,central,0.5,0.6505,yes,yes,no,,T5_central_grade_4_1
T6,13,body,posterior,osteotomy,no,grade_4,central,0.5,0.6205,yes,yes,no,,T6_central_grade_4_1
T7,14,body,posterior,osteotomy,no,grade_4,central,0.5,0.5875,yes,yes,no,,T7_central_grade_4_1
T8,15,body,posterior,osteotomy,no,grade_4,central,0.5,0.5585,yes,yes,no,,T8_central_grade_4_1
T9,16,body,posterior,osteotomy,no,grade_4,central,0.5,0.5215,yes,yes,no,,T9_central_grade_4_1
T10,17,body,posterior,osteotomy,no,grade_4,central,0.5,0.4905,yes,yes,no,,T10_central_grade_4_1
T11,18,body,posterior,osteotomy,no,grade_4,central,0.5,0.4575,yes,yes,no,,T11_central_grade_4_1
T12,19,body,posterior,osteotomy,no,grade_4,central,0.5,0.42,yes,yes,no,,T12_central_grade_4_1
L1,20,body,posterior,osteotomy,no,grade_4,central,0.5,0.3775,yes,yes,no,,L1_central_grade_4_1
L2,21,body,posterior,osteotomy,no,grade_4,central,0.5,0.346,yes,yes,no,,L2_central_grade_4_1
L3,22,body,posterior,osteotomy,no,grade_4,central,0.5,0.307,yes,yes,no,,L3_central_grade_4_1
L4,23,body,posterior,osteotomy,no,grade_4,central,0.5,0.269,yes,yes,no,,L4_central_grade_4_1
L5,24,body,posterior,osteotomy,no,grade_4,central,0.5,0.231,yes,yes,no,,L5_central_grade_4_1
C2,2,body,posterior,osteotomy,no,grade_5,central,0.5,0.87,yes,yes,no,,C2_central_grade_5_1
C3,3,body,posterior,osteotomy,no,grade_5,central,0.5,0.85,yes,yes,no,,C3_central_grade_5_1
C4,4,body,posterior,osteotomy,no,grade_5,central,0.5,0.83,yes,yes,no,,C4_central_grade_5_1
C5,5,body,posterior,osteotomy,no,grade_5,central,0.5,0.81,yes,yes,no,,C5_central_grade_5_1
C6,6,body,posterior,osteotomy,no,grade_5,central,0.5,0.79,yes,yes,no,,C6_central_grade_5_1
C7,7,body,posterior,osteotomy,no,grade_5,central,0.5,0.7825,yes,yes,no,,C7_central_grade_5_1
T1,8,body,posterior,osteotomy,no,grade_5,central,0.5,0.7525,yes,yes,no,,T1_central_grade_5_1
T2,9,body,posterior,osteotomy,no,grade_5,central,0.5,0.7305,yes,yes,no,,T2_central_grade_5_1
T3,10,body,posterior,osteotomy,no,grade_5,central,0.5,0.7065,yes,yes,no,,T3_central_grade_5_1
T4,11,body,posterior,osteotomy,no,grade_5,central,0.5,0.6815,yes,yes,no,,T4_central_grade_5_1
T5,12,body,posterior,osteotomy,no,grade_5,central,0.5,0.6505,yes,yes,no,,T5_central_grade_5_1
T6,13,body,posterior,osteotomy,no,grade_5,central,0.5,0.6205,yes,yes,no,,T6_central_grade_5_1
T7,14,body,posterior,osteotomy,no,grade_5,central,0.5,0.5875,yes,yes,no,,T7_central_grade_5_1
T8,15,body,posterior,osteotomy,no,grade_5,central,0.5,0.5585,yes,yes,no,,T8_central_grade_5_1
T9,16,body,posterior,osteotomy,no,grade_5,central,0.5,0.5215,yes,yes,no,,T9_central_grade_5_1
T10,17,body,posterior,osteotomy,no,grade_5,central,0.5,0.4905,yes,yes,no,,T10_central_grade_5_1
T11,18,body,posterior,osteotomy,no,grade_5,central,0.5,0.4575,yes,yes,no,,T11_central_grade_5_1
T12,19,body,posterior,osteotomy,no,grade_5,central,0.5,0.42,yes,yes,no,,T12_central_grade_5_1
L1,20,body,posterior,osteotomy,no,grade_5,central,0.5,0.3775,yes,yes,no,,L1_central_grade_5_1
L2,21,body,posterior,osteotomy,no,grade_5,central,0.5,0.346,yes,yes,no,,L2_central_grade_5_1
L3,22,body,posterior,osteotomy,no,grade_5,central,0.5,0.307,yes,yes,no,,L3_central_grade_5_1
L4,23,body,posterior,osteotomy,no,grade_5,central,0.5,0.269,yes,yes,no,,L4_central_grade_5_1
L5,24,body,posterior,osteotomy,no,grade_5,central,0.5,0.231,yes,yes,no,,L5_central_grade_5_1
C1,1,body,posterior,implant,yes,laminar_downgoing_hook,left,0.48,0.89,yes,no,yes,,C1_left_laminar_downgoing_hook_1
C1,1,body,posterior,implant,yes,laminar_downgoing_hook,right,0.52,0.89,yes,no,yes,,C1_right_laminar_downgoing_hook_1
C2,2,body,posterior,implant,yes,laminar_downgoing_hook,left,0.48,0.874,yes,no,yes,,C2_left_laminar_downgoing_hook_1
C2,2,body,posterior,implant,yes,laminar_downgoing_hook,right,0.52,0.874,yes,no,yes,,C2_right_laminar_downgoing_hook_1
C3,3,body,posterior,implant,yes,laminar_downgoing_hook,left,0.48,0.853,yes,no,yes,,C3_left_laminar_downgoing_hook_1
C3,3,body,posterior,implant,yes,laminar_downgoing_hook,right,0.52,0.853,yes,no,yes,,C3_right_laminar_downgoing_hook_1
C4,4,body,posterior,implant,yes,laminar_downgoing_hook,left,0.48,0.836,yes,no,yes,,C4_left_laminar_downgoing_hook_1
C4,4,body,posterior,implant,yes,laminar_downgoing_hook,right,0.52,0.836,yes,no,yes,,C4_right_laminar_downgoing_hook_1
C5,5,body,posterior,implant,yes,laminar_downgoing_hook,left,0.48,0.818,yes,no,yes,,C5_left_laminar_downgoing_hook_1
C5,5,body,posterior,implant,yes,laminar_downgoing_hook,right,0.52,0.818,yes,no,yes,,C5_right_laminar_downgoing_hook_1
C6,6,body,posterior,implant,yes,laminar_downgoing_hook,left,0.48,0.8,yes,no,yes,,C6_left_laminar_downgoing_hook_1
C6,6,body,posterior,implant,yes,laminar_downgoing_hook,right,0.52,0.8,yes,no,yes,,C6_right_laminar_downgoing_hook_1
C7,7,body,posterior,implant,yes,laminar_downgoing_hook,left,0.48,0.783,yes,no,yes,,C7_left_laminar_downgoing_hook_1
C7,7,body,posterior,implant,yes,laminar_downgoing_hook,right,0.52,0.783,yes,no,yes,,C7_right_laminar_downgoing_hook_1
T1,8,body,posterior,implant,yes,laminar_downgoing_hook,left,0.48,0.757,yes,no,yes,,T1_left_laminar_downgoing_hook_1
T1,8,body,posterior,implant,yes,laminar_downgoing_hook,right,0.52,0.757,yes,no,yes,,T1_right_laminar_downgoing_hook_1
T2,9,body,posterior,implant,yes,laminar_downgoing_hook,left,0.48,0.735,yes,no,yes,,T2_left_laminar_downgoing_hook_1
T2,9,body,posterior,implant,yes,laminar_downgoing_hook,right,0.52,0.735,yes,no,yes,,T2_right_laminar_downgoing_hook_1
T3,10,body,posterior,implant,yes,laminar_downgoing_hook,left,0.48,0.711,yes,no,yes,,T3_left_laminar_downgoing_hook_1
T3,10,body,posterior,implant,yes,laminar_downgoing_hook,right,0.52,0.711,yes,no,yes,,T3_right_laminar_downgoing_hook_1
T4,11,body,posterior,implant,yes,laminar_downgoing_hook,left,0.48,0.683,yes,no,yes,,T4_left_laminar_downgoing_hook_1
T4,11,body,posterior,implant,yes,laminar_downgoing_hook,right,0.52,0.683,yes,no,yes,,T4_right_laminar_downgoing_hook_1
T5,12,body,posterior,implant,yes,laminar_downgoing_hook,left,0.48,0.655,yes,no,yes,,T5_left_laminar_downgoing_hook_1
T5,12,body,posterior,implant,yes,laminar_downgoing_hook,right,0.52,0.655,yes,no,yes,,T5_right_laminar_downgoing_hook_1
T6,13,body,posterior,implant,yes,laminar_downgoing_hook,left,0.48,0.625,yes,no,yes,,T6_left_laminar_downgoing_hook_1
T6,13,body,posterior,implant,yes,laminar_downgoing_hook,right,0.52,0.625,yes,no,yes,,T6_right_laminar_downgoing_hook_1
T7,14,body,posterior,implant,yes,laminar_downgoing_hook,left,0.48,0.591,yes,no,yes,,T7_left_laminar_downgoing_hook_1
T7,14,body,posterior,implant,yes,laminar_downgoing_hook,right,0.52,0.591,yes,no,yes,,T7_right_laminar_downgoing_hook_1
T8,15,body,posterior,implant,yes,laminar_downgoing_hook,left,0.48,0.561,yes,no,yes,,T8_left_laminar_downgoing_hook_1
T8,15,body,posterior,implant,yes,laminar_downgoing_hook,right,0.52,0.561,yes,no,yes,,T8_right_laminar_downgoing_hook_1
T9,16,body,posterior,implant,yes,laminar_downgoing_hook,left,0.48,0.527,yes,no,yes,,T9_left_laminar_downgoing_hook_1
T9,16,body,posterior,implant,yes,laminar_downgoing_hook,right,0.52,0.527,yes,no,yes,,T9_right_laminar_downgoing_hook_1
T10,17,body,posterior,implant,yes,laminar_downgoing_hook,left,0.48,0.491,yes,no,yes,,T10_left_laminar_downgoing_hook_1
T10,17,body,posterior,implant,yes,laminar_downgoing_hook,right,0.52,0.491,yes,no,yes,,T10_right_laminar_downgoing_hook_1
T11,18,body,posterior,implant,yes,laminar_downgoing_hook,left,0.48,0.46,yes,no,yes,,T11_left_laminar_downgoing_hook_1
T11,18,body,posterior,implant,yes,laminar_downgoing_hook,right,0.52,0.46,yes,no,yes,,T11_right_laminar_downgoing_hook_1
T12,19,body,posterior,implant,yes,laminar_downgoing_hook,left,0.48,0.42,yes,no,yes,,T12_left_laminar_downgoing_hook_1
T12,19,body,posterior,implant,yes,laminar_downgoing_hook,right,0.52,0.42,yes,no,yes,,T12_right_laminar_downgoing_hook_1
L1,20,body,posterior,implant,yes,laminar_downgoing_hook,left,0.48,0.38,yes,no,yes,,L1_left_laminar_downgoing_hook_1
L1,20,body,posterior,implant,yes,laminar_downgoing_hook,right,0.52,0.38,yes,no,yes,,L1_right_laminar_downgoing_hook_1
L2,21,body,posterior,implant,yes,laminar_downgoing_hook,left,0.48,0.348,yes,no,yes,,L2_left_laminar_downgoing_hook_1
L2,21,body,posterior,implant,yes,laminar_downgoing_hook,right,0.52,0.348,yes,no,yes,,L2_right_laminar_downgoing_hook_1
L3,22,body,posterior,implant,yes,laminar_downgoing_hook,left,0.48,0.31,yes,no,yes,,L3_left_laminar_downgoing_hook_1
L3,22,body,posterior,implant,yes,laminar_downgoing_hook,right,0.52,0.31,yes,no,yes,,L3_right_laminar_downgoing_hook_1
L4,23,body,posterior,implant,yes,laminar_downgoing_hook,left,0.48,0.27,yes,no,yes,,L4_left_laminar_downgoing_hook_1
L4,23,body,posterior,implant,yes,laminar_downgoing_hook,right,0.52,0.27,yes,no,yes,,L4_right_laminar_downgoing_hook_1
L5,24,body,posterior,implant,yes,laminar_downgoing_hook,left,0.48,0.235,yes,no,yes,,L5_left_laminar_downgoing_hook_1
L5,24,body,posterior,implant,yes,laminar_downgoing_hook,right,0.52,0.235,yes,no,yes,,L5_right_laminar_downgoing_hook_1
C1,1,body,posterior,implant,yes,laminar_upgoing_hook,left,0.48,0.877,yes,no,yes,,C1_left_laminar_upgoing_hook_1
C1,1,body,posterior,implant,yes,laminar_upgoing_hook,right,0.52,0.877,yes,no,yes,,C1_right_laminar_upgoing_hook_1
C2,2,body,posterior,implant,yes,laminar_upgoing_hook,left,0.48,0.858,yes,no,yes,,C2_left_laminar_upgoing_hook_1
C2,2,body,posterior,implant,yes,laminar_upgoing_hook,right,0.52,0.858,yes,no,yes,,C2_right_laminar_upgoing_hook_1
C3,3,body,posterior,implant,yes,laminar_upgoing_hook,left,0.48,0.839,yes,no,yes,,C3_left_laminar_upgoing_hook_1
C3,3,body,posterior,implant,yes,laminar_upgoing_hook,right,0.52,0.839,yes,no,yes,,C3_right_laminar_upgoing_hook_1
C4,4,body,posterior,implant,yes,laminar_upgoing_hook,left,0.48,0.82,yes,no,yes,,C4_left_laminar_upgoing_hook_1
C4,4,body,posterior,implant,yes,laminar_upgoing_hook,right,0.52,0.82,yes,no,yes,,C4_right_laminar_upgoing_hook_1
C5,5,body,posterior,implant,yes,laminar_upgoing_hook,left,0.48,0.803,yes,no,yes,,C5_left_laminar_upgoing_hook_1
C5,5,body,posterior,implant,yes,laminar_upgoing_hook,right,0.52,0.803,yes,no,yes,,C5_right_laminar_upgoing_hook_1
C6,6,body,posterior,implant,yes,laminar_upgoing_hook,left,0.48,0.785,yes,no,yes,,C6_left_laminar_upgoing_hook_1
C6,6,body,posterior,implant,yes,laminar_upgoing_hook,right,0.52,0.785,yes,no,yes,,C6_right_laminar_upgoing_hook_1
C7,7,body,posterior,implant,yes,laminar_upgoing_hook,left,0.48,0.759,yes,no,yes,,C7_left_laminar_upgoing_hook_1
C7,7,body,posterior,implant,yes,laminar_upgoing_hook,right,0.52,0.759,yes,no,yes,,C7_right_laminar_upgoing_hook_1
T1,8,body,posterior,implant,yes,laminar_upgoing_hook,left,0.48,0.733,yes,no,yes,,T1_left_laminar_upgoing_hook_1
T1,8,body,posterior,implant,yes,laminar_upgoing_hook,right,0.52,0.733,yes,no,yes,,T1_right_laminar_upgoing_hook_1
T2,9,body,posterior,implant,yes,laminar_upgoing_hook,left,0.48,0.709,yes,no,yes,,T2_left_laminar_upgoing_hook_1
T2,9,body,posterior,implant,yes,laminar_upgoing_hook,right,0.52,0.709,yes,no,yes,,T2_right_laminar_upgoing_hook_1
T3,10,body,posterior,implant,yes,laminar_upgoing_hook,left,0.48,0.683,yes,no,yes,,T3_left_laminar_upgoing_hook_1
T3,10,body,posterior,implant,yes,laminar_upgoing_hook,right,0.52,0.683,yes,no,yes,,T3_right_laminar_upgoing_hook_1
T4,11,body,posterior,implant,yes,laminar_upgoing_hook,left,0.48,0.654,yes,no,yes,,T4_left_laminar_upgoing_hook_1
T4,11,body,posterior,implant,yes,laminar_upgoing_hook,right,0.52,0.654,yes,no,yes,,T4_right_laminar_upgoing_hook_1
T5,12,body,posterior,implant,yes,laminar_upgoing_hook,left,0.48,0.625,yes,no,yes,,T5_left_laminar_upgoing_hook_1
T5,12,body,posterior,implant,yes,laminar_upgoing_hook,right,0.52,0.625,yes,no,yes,,T5_right_laminar_upgoing_hook_1
